Cbias,credibility,domain,name,questionable,reporting,url,facebook,popularity,twitter
conspiracy-pseudoscience,low-credibility,awakening.news,Awakening.News,[],very-low,https://mediabiasfactcheck.com/awakening-news-bias/,,,
conspiracy-pseudoscience,low-credibility,awarenessact.com,Awareness Act,[],low,https://mediabiasfactcheck.com/awareness-act/,awarenessactcom,48,awarenessactcom
conspiracy-pseudoscience,low-credibility,awdnews.com,Adw News,[],low,https://mediabiasfactcheck.com/adw-news/,Awdnews,47,
fake-news,low-credibility,awm.com,American Web Media (AWM),"['conspiracy', 'censorship', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/american-web-media-awm/,AWMcom,46,
fake-news,low-credibility,azcatholictribune.com,Catholic Tribune - Arizona,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/catholic-tribune-arizona-bias/,,,
fake-news,low-credibility,backroombuzz.com,Backroom Buzz,"['poor-sourcing', 'misinformation']",low,https://mediabiasfactcheck.com/backroom-buzz/,,21,
fake-news,low-credibility,bajacaliforniapost.com,Baja California Post,['imposter'],mixed,https://mediabiasfactcheck.com/baja-california-post-bias/,,,
fake-news,low-credibility,baldwintimes.com,Baldwin Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/baldwin-times/,,3,
fake-news,low-credibility,baltimorecitywire.com,Baltimore City Wire,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/baltimore-city-wire-bias/,,,
conspiracy-pseudoscience,low-credibility,banned.news,Banned.News,[],very-low,https://mediabiasfactcheck.com/banned-news-bias/,,,
conspiracy-pseudoscience,low-credibility,banned.video,Banned.Video,[],very-low,https://mediabiasfactcheck.com/banned-video/,,51,
fake-news,low-credibility,bannedbook.org,Forbidden News Network,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/forbidden-news-network-bias-and-credibility/,,,
fake-news,low-credibility,bannedinformation.com,Banned Information,[],mixed,https://mediabiasfactcheck.com/banned-information/,,15,
fake-news,low-credibility,barenakedislam.com,Bare Naked Islam,"['poor-sourcing', 'failed-fact-checks', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/bare-naked-islam/,,62,barenakedislam
fake-news,low-credibility,basnews.com,Basnews Agency,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing']",mixed,https://mediabiasfactcheck.com/basnews-agency/,,47,
fake-news,low-credibility,batonrougereporter.com,Baton Rouge Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/baton-rouge-reporter-bias/,,,
fake-news,low-credibility,battlecreektimes.com,Battle Creek Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/battle-creek-times-bias/,,,
fake-news,low-credibility,baystatenews.com,Bay State News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/bay-state-news-bias/,,,
fake-news,low-credibility,bb4sp.com,BB4SP,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/bb4sp/,BarracudaBrigade,35,BarracudaMama
fake-news,low-credibility,bdnews24.com,BDNews24,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing']",mixed,https://mediabiasfactcheck.com/bdnews24/,,78,
fake-news,low-credibility,beachbroadcastnews.com,Beach Broadcast News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims']",very-low,https://mediabiasfactcheck.com/beach-broadcast-news-bias/,,,
fake-news,low-credibility,beantowntimes.com,Bean Town Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/bean-town-times-bias/,,,
fake-news,low-credibility,beaverconews.com,Beaver County News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/beaver-county-news-bias/,,,
fake-news,low-credibility,beaverstatenews.com,Beaver State News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/beaver-state-news-bias/,,,
fake-news,low-credibility,beaware.one,BeAware,[],low,https://mediabiasfactcheck.com/beaware/,,12,
fake-news,low-credibility,beckernews.com,Becker News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/becker-news/,,,
fake-news,low-credibility,beforeitsnews.com,Before It's News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/before-its-news/,,81,
conspiracy-pseudoscience,low-credibility,beholdisrael.org,Behold Israel,[],mixed,https://mediabiasfactcheck.com/behold-israel/,beholdisrael,40,BeholdIsrael
fake-news,low-credibility,bentontimes.com,Benton Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/benton-times/,,3,
fake-news,low-credibility,berksconews.com,Berks County News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/berks-county-news-bias/,,,
fake-news,low-credibility,bestdailynews.info,Best Daily News,"['propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/best-daily-news/,,4,
conspiracy-pseudoscience,low-credibility,bestnewshere.com,Best News Here,[],very-low,https://mediabiasfactcheck.com/best-news-here/,,,
conspiracy-pseudoscience,low-credibility,biased.news,Biased.News,[],very-low,https://mediabiasfactcheck.com/biased-news-bias/,,,
fake-news,low-credibility,bigbluevision.org,Big Blue Vision,[],low,https://mediabiasfactcheck.com/big-blue-vision/,,13,
conspiracy-pseudoscience,low-credibility,biggovernment.news,Big Government News,[],very-low,https://mediabiasfactcheck.com/big-government-news/,,31,
fake-news,low-credibility,bigislandtimes.com,Big Island Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/big-island-times/,,,
fake-news,low-credibility,bigleaguepolitics.com,Big League Politics,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'failed-fact-checks', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/big-league-politics/,BigLeaguePolitics,57,bigleaguepol
fake-news,low-credibility,bigskytimes.com,Big Sky Times,[],mixed,https://mediabiasfactcheck.com/big-sky-times-bias/,,,
fake-news,low-credibility,billionbibles.org,BillionBibles.org,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'false-claims', 'hate']",very-low,https://mediabiasfactcheck.com/billionbibles-bias-credibility-christian-propaganda-fake-news/,,34,
conspiracy-pseudoscience,low-credibility,billmuehlenberg.com,CultureWatch,[],low,https://mediabiasfactcheck.com/culturewatch-bias/,,,
conspiracy-pseudoscience,low-credibility,biodefense.com,BioDefense,[],very-low,https://mediabiasfactcheck.com/biodefense/,,27,
conspiracy-pseudoscience,low-credibility,biologos.org,Biologos Foundation,[],mixed,https://mediabiasfactcheck.com/biologos-foundation/,biologosfoundation,68,BioLogosOrg
conspiracy-pseudoscience,low-credibility,bioscienceresource.org,Bioscience Resource Project,[],mixed,https://mediabiasfactcheck.com/bioscience-resource-project-bias/,,,
conspiracy-pseudoscience,low-credibility,biotechmagazine.com,Biotech Express Magazine,[],low,https://mediabiasfactcheck.com/biotech-express-magazine-bias/,,,
conspiracy-pseudoscience,low-credibility,bioterrorism.news,Bioterrorism.News,[],very-low,https://mediabiasfactcheck.com/bioterrorism-news-bias/,,,
fake-news,low-credibility,bipartisanreport.com,Bipartisan Report,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'failed-fact-checks', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/bipartisan-report/,Bipartisanism,40,Bipartisanism
fake-news,low-credibility,bitchute.com,BitChute,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate', 'fake-news']",very-low,https://mediabiasfactcheck.com/bitchute/,,66,
fake-news,low-credibility,bjreview.com,Beijing Review,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing']",mixed,https://mediabiasfactcheck.com/beijing-review/,,48,
fake-news,low-credibility,blackeyepolitics.com,Black Eye Politics,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",low,https://mediabiasfactcheck.com/black-eye-politics-bias-credibility-rating/,,25,
fake-news,low-credibility,blackgenocide.org,Black Genocide,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation']",low,https://mediabiasfactcheck.com/black-genocide/,pastor.childress,46,
conspiracy-pseudoscience,low-credibility,blacklistednews.com,Blacklisted News,[],mixed,https://mediabiasfactcheck.com/blacklisted-news/,BlacklistedNewsRadio,65,BlackListedNews
fake-news,low-credibility,blacknews.com,BlackNews.com,"['poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/blacknews-com/,,49,
fake-news,low-credibility,blackpigeonspeaks.com,Black Pigeon Speaks,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/black-pigeon-speaks/,blackpigeonspeaks,39,
conspiracy-pseudoscience,low-credibility,blckbx.tv,Blckbx.tv,[],very-low,https://mediabiasfactcheck.com/blckbx-tv-bias/,,,
fake-news,low-credibility,blingnews.com,Blingnews.com,[],low,https://mediabiasfactcheck.com/blingnews-com/,,22,
fake-news,low-credibility,bloomingtonleader.com,Bloomington Leader,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/bloomington-leader/,,,
fake-news,low-credibility,bluedotdaily.com,Blue Dot Daily,[],mixed,https://mediabiasfactcheck.com/blue-dot-daily/,,31,
fake-news,low-credibility,bluegrasstimes.com,Bluegrass Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/bluegrass-times-bias/,,,
fake-news,low-credibility,blueinformer.com,Blue Informer,[],low,https://mediabiasfactcheck.com/blue-informer/,,6,
fake-news,low-credibility,bluestatebluesnews.com,Blue States Blues News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/blue-states-blues-news-bias/,,,
fake-news,low-credibility,bluevision.news,BlueVision.News,[],low,https://mediabiasfactcheck.com/bluevision-news/,,7,
fake-news,low-credibility,bluevisionpost.com,Blue Vision Post,[],low,https://mediabiasfactcheck.com/blue-vision-post/,,5,
fake-news,low-credibility,bluntforcetruth.com,Blunt Force Truth,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'misinformation']",low,https://mediabiasfactcheck.com/blunt-force-truth/,BluntForceTruthPodcast,44,BFT_Podcast
fake-news,low-credibility,boisecitywire.com,Boise City Wire,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/boise-city-wire/,,,
fake-news,low-credibility,bongino.com,Bongino.com,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/bongino-com/,dan.bongino,58,dbongino
conspiracy-pseudoscience,low-credibility,bonsens.info,BonSens,[],low,https://mediabiasfactcheck.com/bonsens/,,,
fake-news,low-credibility,borderlandalternativemedia.com,Borderland Alternative Media (BAM),[],low,https://mediabiasfactcheck.com/borderland-alternative-media-bam/,,27,
fake-news,low-credibility,bossip.com,Bossip,"['poor-sourcing', 'failed-fact-checks', 'misinformation']",mixed,https://mediabiasfactcheck.com/bossip/,,80,
fake-news,low-credibility,bostonbroadside.com,Boston Broadside,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/boston-broadside-bias/,,,
fake-news,low-credibility,boulderleader.com,Boulder Leader,[],mixed,https://mediabiasfactcheck.com/boulder-leader/,,,
fake-news,low-credibility,bowlinggreentoday.com,Bowling Green Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/bowling-green-today-bias/,,,
conspiracy-pseudoscience,low-credibility,brandnewtube.com,Brand New Tube,[],very-low,https://mediabiasfactcheck.com/brand-new-tube/,,,
fake-news,low-credibility,bransontimes.com,Branson Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/branson-times-bias/,,,
fake-news,low-credibility,breaking911.com,Breaking911,"['false-claims', 'misinformation', 'fake-news']",very-low,https://mediabiasfactcheck.com/breaking911/,Breaking911,54,Breaking911
fake-news,low-credibility,breakingchristiannews.com,Breaking Christian News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims']",low,https://mediabiasfactcheck.com/breaking-christian-news/,,36,
fake-news,low-credibility,breakingfirst.com,Breaking First,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/breaking-first/,,19,
fake-news,low-credibility,breakingnews247.net,Breakingnews247.net,['fake-news'],low,https://mediabiasfactcheck.com/breakingnews247-net/,,,
fake-news,low-credibility,breakingnewshouse.com,Breaking News House,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",low,https://mediabiasfactcheck.com/breaking-news-house/,,16,
fake-news,low-credibility,breakingwide.com,Breaking Wide,[],mixed,https://mediabiasfactcheck.com/breaking-wide/,,16,
conspiracy-pseudoscience,low-credibility,breakthrough.holylandnutrition.com,HL12,[],low,https://mediabiasfactcheck.com/hl12/,HolyLandHealth,8,
conspiracy-pseudoscience,low-credibility,breakthrough.news,Breakthrough.News,[],very-low,https://mediabiasfactcheck.com/breakthrough-news-bias-adams/,,,
fake-news,low-credibility,breitbart.com,Breitbart,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/breitbart/,Breitbart,93,BreitbartNews
fake-news,low-credibility,brevardsun.com,Brevard Sun,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/brevard-sun/,,,
fake-news,low-credibility,bridgeporttimes.com,Bridgeport Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/bridgeport-times/,,,
conspiracy-pseudoscience,low-credibility,brighteon.com,Brighteon,[],very-low,https://mediabiasfactcheck.com/brighteon/,,,
conspiracy-pseudoscience,low-credibility,brightside.me,BrightSide,[],mixed,https://mediabiasfactcheck.com/brightside/,,89,
fake-news,low-credibility,bristolreporter.com,Bristol Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/bristol-reporter-bias/,,,
fake-news,low-credibility,britainfirst.org,Britain First,[],low,https://mediabiasfactcheck.com/britain-first/,,,
fake-news,low-credibility,buckscountystandard.com,Bucks County Standard,"['propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'imposter']",mixed,https://mediabiasfactcheck.com/bucks-county-standard-bias/,,,
fake-news,low-credibility,buffalochronicle.com,The Buffalo Chronicle,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'failed-fact-checks', 'false-claims']",mixed,https://mediabiasfactcheck.com/the-buffalo-chronicle/,,33,
fake-news,low-credibility,buffaloledger.com,Buffalo Ledger,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/buffalo-ledger-bias/,,,
conspiracy-pseudoscience,low-credibility,bugout.news,Bugout.news,[],very-low,https://mediabiasfactcheck.com/bugout-news/,,33,
fake-news,low-credibility,burlingtonreporter.com,Burlington Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/burlington-reporter-bias/,,,
fake-news,low-credibility,burlingtonreview.com,Burlington Review,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/burlington-review-bias/,,,
